# source_id	kind	status	crystal_refs	notes
src/commands/picker/progressive_handler.rs::test::handler_updates_render_strings_in_place	test	missing	-	auto-generated
src/commands/picker/progressive_handler.rs::test::on_collect_complete_is_no_op_when_no_rest_items	test	missing	-	auto-generated
src/commands/picker/progressive_handler.rs::test::precompute_staging_tiers_match_design	test	missing	-	auto-generated
src/commands/picker/progressive_handler.rs::test::skeleton_publishes_header_then_items	test	missing	-	auto-generated
src/commands/picker/progressive_handler.rs::test::stash_warning_preserves_order	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_cache_file_uses_sanitized_branch	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_cache_root_under_git	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_cache_roundtrip_and_prune_on_write	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_clear_all	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_clear_all_propagates_non_not_found_read_dir_error	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_clear_all_propagates_per_file_remove_error	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_clear_all_skips_non_json_and_non_dir_entries	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_compute_combined_diff_branch_only_no_worktree	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_compute_combined_diff_default_branch_no_changes	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_compute_combined_diff_no_default_branch_with_worktree_changes	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_compute_combined_diff_with_branch_changes	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_compute_combined_diff_with_uncommitted_changes	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_generate_and_cache_summary_populates_cache	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_generate_summary_caches_result	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_generate_summary_calls_llm	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_generate_summary_llm_error	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_generate_summary_no_changes	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_list_all_returns_freshest_per_branch	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_render_prompt	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_render_summary	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_render_summary_wraps_body	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_write_handles_unwritable_path	test	missing	-	auto-generated
src/commands/picker/summary.rs::test::test_write_handles_write_failure	test	missing	-	auto-generated
src/commands/pipeline_spec.rs::enum::PipelineStepSpec	enum	partial	src/work_trees/config/hook.cr	auto-generated
src/commands/pipeline_spec.rs::struct::PipelineCommandSpec	struct	partial	src/work_trees/config/hook.cr	auto-generated
src/commands/pipeline_spec.rs::struct::PipelineSpec	struct	partial	src/work_trees/config/hook.cr	auto-generated
src/commands/pipeline_spec.rs::test::test_pipeline_spec_roundtrip	test	partial	src/work_trees/config/hook.cr	auto-generated
src/commands/process.rs::const::TRASH_STALE_THRESHOLD_SECS	const	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::enum::HookLog	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::enum::InternalOp	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::build_remove_command	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::build_remove_command_staged	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::hook	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::internal	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::path	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::shared	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::spawn_detached	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::spawn_detached_exec	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::func::sweep_stale_trash	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::method::HookLog.hook	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_build_remove_command	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_build_remove_command_staged	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_collect_stale_trash_entries	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_collect_stale_trash_entries_missing_dir	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_hook_log_path	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_parse_trash_entry_timestamp	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_posix_command_separator	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/process.rs::test::test_sanitize_for_filename	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/project_config.rs::enum::Phase	enum	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::func::collect_commands_for_aliases	func	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::func::collect_commands_for_hooks	func	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::func::collect_remove_hook_commands	func	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::func::commit_template_append	func	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::method::ApprovableCommand.commit_template_append	method	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::struct::ApprovableCommand	struct	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_all_hook_types	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_empty_hooks	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_missing_hook	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_multiple_hooks	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_named_commands	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_order_preserved	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_phase_is_set	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/project_config.rs::test::test_collect_commands_for_hooks_single_hook	test	partial	src/work_trees/config/config.cr	auto-generated
src/commands/relocate.rs::func::branch	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::execute	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::gather_candidates	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::new	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::relocated_count	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::show_all_skipped	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::show_dry_run_preview	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::show_no_relocations_needed	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::show_summary	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::skipped_count	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::func::validate_candidates	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::method::RelocationCandidate.branch	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::method::RelocationExecutor.new	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::method::RelocationExecutor.relocated_count	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::method::ValidatedCandidate.branch	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::GatherResult	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::RelocatedEntry	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::RelocationCandidate	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::RelocationExecutor	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::SkippedEntry	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::ValidatedCandidate	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/relocate.rs::struct::ValidationResult	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/repository_ext.rs::enum::RemoveTarget	enum	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_copy	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_empty	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_filename_with_spaces	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_modified_both	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_modified_staged	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_modified_unstaged	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_multiple_files	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_rename	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_rename_missing_old_path	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_short_entry_skipped	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_porcelain_z_untracked	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_empty	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_ignores_modified	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_ignores_staged	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_multiple	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_no_untracked	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_single	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_skips_rename_old_path	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_parse_untracked_files_with_spaces	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_stash_guard_drop_clears_inner	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::test::test_stash_guard_restore_now_clears_inner	test	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/repository_ext.rs::trait::RepositoryCliExt	trait	partial	src/work_trees/git/repository.cr	auto-generated
src/commands/run_pipeline.rs::func::run_pipeline	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/run_pipeline.rs::test::non_signal_exit_preserves_child_code	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/run_pipeline.rs::test::signal_exit_reports_named_signal_and_shell_exit_code	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::func::run	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_branch_deduplication_with_slashes	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_context_window_missing_percentage	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_empty	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_full	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_invalid_json	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_minimal	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_missing_context_window	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_missing_model	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_missing_workspace	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_claude_code_context_parse_with_context_window	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_context_gauge_edge_cases	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_context_gauge_formatting	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_context_gauge_fractional_percentages	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_format_directory_fish_style	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/statusline.rs::test::test_statusline_truncation	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/commit.rs::func::step_commit	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/copy_ignored.rs::func::step_copy_ignored	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/diff.rs::func::step_diff	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/promote.rs::enum::PromoteResult	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/promote.rs::func::handle_promote	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/promote.rs::test::test_copy_and_remove_directory	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/promote.rs::test::test_copy_and_remove_file	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/promote.rs::test::test_move_entry_directory	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/promote.rs::test::test_move_entry_file	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/prune.rs::func::step_prune	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/prune.rs::test::removal_context_distinguishes_branch_only_from_worktree	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/rebase.rs::enum::RebaseResult	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/rebase.rs::func::handle_rebase	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/relocate.rs::func::step_relocate	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/squash.rs::enum::PreApprovedGuidance	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/squash.rs::enum::SquashResult	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/squash.rs::func::handle_squash	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/squash.rs::func::step_dry_run_squash	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/step/squash.rs::func::step_show_squash_prompt	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/template_vars.rs::func::as_extra_vars	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::for_post_switch	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::new	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_active_commit	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_active_worktree	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_base	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_base_strs	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_pr	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_target	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::func::with_target_worktree_path	func	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::method::TemplateVars.new	method	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::active_commit_emits_both_forms	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::active_worktree_emits_deprecated_alias	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::active_worktree_name_falls_back_to_unknown	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::directional_pairs_round_trip	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::empty_vars_produces_empty_slice	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::for_post_switch_created_with_pr	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::for_post_switch_detached_omits_target_branch	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::for_post_switch_existing_skips_empty_source	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::for_post_switch_existing_uses_source	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::pr_pair_independent	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/template_vars.rs::test::with_base_strs_skips_none	test	partial	src/work_trees/template/context.cr	auto-generated
src/commands/worktree/finish.rs::func::finish_after_merge	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/finish.rs::struct::FinishAfterMergeArgs	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/hooks.rs::func::execute_pre_start_commands	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/hooks.rs::func::new	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/hooks.rs::method::CommandContext.execute_pre_start_commands	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/hooks.rs::method::PostRemoveContext.new	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::enum::PushKind	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::enum::PushOutcome	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::func::handle_no_ff_merge	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::func::handle_push	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::struct::PushResult	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::test::test_format_operations_note	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/push.rs::test::test_format_up_to_date_context	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/resolve.rs::func::compute_worktree_path	func	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::func::is_worktree_at_expected_path	func	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::func::offer_bare_repo_worktree_path_fix	func	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::func::path_mismatch	func	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::func::resolve_worktree_arg	func	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::func::worktree_display_name	func	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_generate_backup_path_unusual_paths	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_generate_backup_path_with_extension	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_generate_backup_path_without_extension	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_default	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_deprecated_alias	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_no_braces	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_no_repo	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_no_spaces	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_not_repo_path	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_substring_prefix	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/resolve.rs::test::test_template_references_repo_name_with_filter	test	partial	src/work_trees/git/branch_resolver.cr	auto-generated
src/commands/worktree/switch.rs::func::execute_switch	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::func::plan_switch	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::func::run_switch	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::struct::SwitchOptions	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::base_ref_for_create_picks_the_checkout_ref	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::capture_switch_source_returns_branch_and_path_normally	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::capture_switch_source_returns_empty_when_recovered	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::choose_pr_provider_azure_only	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::choose_pr_provider_forge_platform_github_in_azure_only_repo	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::choose_pr_provider_forge_platform_override_wins	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::choose_pr_provider_no_recognised_remote	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/switch.rs::test::choose_pr_provider_prefers_github_over_azure	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::enum::CreationMethod	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::enum::OperationMode	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::enum::RemoveResult	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::enum::SwitchPlan	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::enum::SwitchResult	enum	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::branch	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::destination_path	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::is_create	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::path	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::removed_worktree_path	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::to_json	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::func::worktree_path	func	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::method::RemoveResult.removed_worktree_path	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::method::SwitchPlan.worktree_path	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::method::SwitchResult.path	method	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::struct::MergeOperations	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::struct::SwitchBranchInfo	struct	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_merge_operations_clone	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_merge_operations_copy	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_merge_operations_struct	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_remove_result_branch_only	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_remove_result_branch_only_pruned	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_remove_result_removed_worktree	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_remove_result_with_force_delete	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_switch_result_created_with_remote	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_switch_result_path_already_at	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_switch_result_path_created	test	partial	src/work_trees/cli.cr	auto-generated
src/commands/worktree/types.rs::test::test_switch_result_path_existing	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_deduplicates_across_dirs	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_empty_path	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_finds_wt_executables	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_nonexistent_dir	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_results_are_sorted	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_skips_bare_prefix_and_non_matching	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_discover_skips_non_executable	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_forward_to_custom_binary	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_forward_to_failing_binary	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_forward_to_nonexistent_binary	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_inject_custom_adds_subcommands	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_inject_custom_allows_trailing_args	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_inject_custom_empty_list	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_inject_custom_skips_builtins	test	partial	src/work_trees/cli.cr	auto-generated
src/completion.rs::test::test_truncate_template	test	partial	src/work_trees/cli.cr	auto-generated
src/config/approvals.rs::func::approvals_path	func	missing	-	auto-generated
src/config/approvals.rs::func::approve_command	func	missing	-	auto-generated
src/config/approvals.rs::func::approve_commands	func	missing	-	auto-generated
src/config/approvals.rs::func::clear_all	func	missing	-	auto-generated
src/config/approvals.rs::func::is_command_approved	func	missing	-	auto-generated
src/config/approvals.rs::func::load	func	missing	-	auto-generated
src/config/approvals.rs::func::projects	func	missing	-	auto-generated
src/config/approvals.rs::func::revoke_project	func	missing	-	auto-generated
src/config/approvals.rs::func::save_to	func	missing	-	auto-generated
src/config/approvals.rs::method::Approvals.is_command_approved	method	missing	-	auto-generated
src/config/approvals.rs::method::Approvals.load	method	missing	-	auto-generated
src/config/approvals.rs::method::Approvals.save_to	method	missing	-	auto-generated
src/config/approvals.rs::struct::Approvals	struct	missing	-	auto-generated
src/config/approvals.rs::test::test_approve_and_check	test	missing	-	auto-generated
src/config/approvals.rs::test::test_approve_commands_batch	test	missing	-	auto-generated
src/config/approvals.rs::test::test_approve_duplicate_is_noop	test	missing	-	auto-generated
src/config/approvals.rs::test::test_clear_all	test	missing	-	auto-generated
src/config/approvals.rs::test::test_clear_all_when_empty	test	missing	-	auto-generated
src/config/approvals.rs::test::test_concurrent_approve_preserves_all	test	missing	-	auto-generated
src/config/approvals.rs::test::test_empty_approvals	test	missing	-	auto-generated
src/config/approvals.rs::test::test_load_from_config_file	test	missing	-	auto-generated
